molecule_name,potential_energy
dsgdb9nsd_005462,-361.5519
dsgdb9nsd_005463,-377.6468
dsgdb9nsd_005465,-393.7
dsgdb9nsd_005467,-377.6585
dsgdb9nsd_005468,-377.6167
dsgdb9nsd_005471,-413.5621
dsgdb9nsd_005472,-362.8477
dsgdb9nsd_005476,-378.8846
dsgdb9nsd_005478,-398.7325
dsgdb9nsd_005480,-398.7485
dsgdb9nsd_005481,-414.8046
dsgdb9nsd_005482,-434.6513
dsgdb9nsd_005485,-378.8933
dsgdb9nsd_005486,-378.8803
dsgdb9nsd_005490,-414.8018
dsgdb9nsd_005493,-345.5142
dsgdb9nsd_005494,-361.61
dsgdb9nsd_005495,-341.6946
dsgdb9nsd_005497,-361.5484
dsgdb9nsd_005498,-377.6441
dsgdb9nsd_005499,-361.5609
dsgdb9nsd_005500,-377.6579
dsgdb9nsd_005501,-362.8409
dsgdb9nsd_005503,-378.8743
dsgdb9nsd_005504,-398.725
dsgdb9nsd_005506,-325.6537
dsgdb9nsd_005507,-341.7498
dsgdb9nsd_005508,-341.6987
dsgdb9nsd_005509,-357.7919
dsgdb9nsd_005510,-341.7014
dsgdb9nsd_005512,-362.8327
dsgdb9nsd_005515,-380.0659
dsgdb9nsd_005519,-399.9501
dsgdb9nsd_005520,-328.1438
dsgdb9nsd_005521,-348.0028
dsgdb9nsd_005522,-344.1951
dsgdb9nsd_005523,-364.0554
dsgdb9nsd_005525,-364.0352
dsgdb9nsd_005527,-380.0912
dsgdb9nsd_005528,-364.0427
dsgdb9nsd_005530,-380.101
dsgdb9nsd_005531,-399.9589
dsgdb9nsd_005532,-344.17
dsgdb9nsd_005533,-364.0297
dsgdb9nsd_005535,-380.0646
dsgdb9nsd_005536,-396.1179
dsgdb9nsd_005540,-415.983
dsgdb9nsd_005543,-380.081
dsgdb9nsd_005546,-399.924
dsgdb9nsd_005548,-415.9766
dsgdb9nsd_005550,-419.788
dsgdb9nsd_005552,-435.842
dsgdb9nsd_005555,-399.9347
dsgdb9nsd_005556,-415.9892
dsgdb9nsd_005560,-416.0003
dsgdb9nsd_005561,-435.8546
dsgdb9nsd_005562,-364.0402
dsgdb9nsd_005563,-383.8973
dsgdb9nsd_005564,-380.0938
dsgdb9nsd_005565,-399.9521
dsgdb9nsd_005566,-328.1439
dsgdb9nsd_005567,-344.1957
dsgdb9nsd_005569,-364.0556
dsgdb9nsd_005570,-344.1783
dsgdb9nsd_005571,-364.0375
dsgdb9nsd_005572,-380.0891
dsgdb9nsd_005573,-364.0435
dsgdb9nsd_005574,-380.0936
dsgdb9nsd_005575,-344.1688
dsgdb9nsd_005577,-364.027
dsgdb9nsd_005580,-380.0646
dsgdb9nsd_005582,-380.0715
dsgdb9nsd_005583,-396.1237
dsgdb9nsd_005585,-364.0326
dsgdb9nsd_005586,-380.0889
dsgdb9nsd_005589,-380.0663
dsgdb9nsd_005590,-396.122
dsgdb9nsd_005591,-399.9226
dsgdb9nsd_005594,-415.9839
dsgdb9nsd_005597,-415.9897
dsgdb9nsd_005601,-415.9982
dsgdb9nsd_005604,-344.1866
dsgdb9nsd_005605,-364.0285
dsgdb9nsd_005606,-380.0864
dsgdb9nsd_005607,-380.0774
dsgdb9nsd_005608,-344.163
dsgdb9nsd_005609,-364.0275
dsgdb9nsd_005610,-380.0756
dsgdb9nsd_005611,-380.085
dsgdb9nsd_005612,-364.0382
dsgdb9nsd_005613,-383.8941
dsgdb9nsd_005614,-328.1423
dsgdb9nsd_005615,-344.1748
dsgdb9nsd_005616,-364.0405
dsgdb9nsd_005618,-364.0319
dsgdb9nsd_005619,-344.1693
dsgdb9nsd_005620,-360.1999
dsgdb9nsd_005621,-380.0676
dsgdb9nsd_005623,-380.0605
dsgdb9nsd_005624,-364.032
dsgdb9nsd_005627,-383.8886
dsgdb9nsd_005628,-399.9208
dsgdb9nsd_005629,-380.0703
dsgdb9nsd_005634,-328.1391
dsgdb9nsd_005635,-344.1734
dsgdb9nsd_005636,-364.0401
dsgdb9nsd_005639,-344.1885
dsgdb9nsd_005641,-380.1163
dsgdb9nsd_005643,-399.9749
dsgdb9nsd_005644,-325.6925
dsgdb9nsd_005645,-345.5468
dsgdb9nsd_005646,-357.7835
dsgdb9nsd_005647,-377.6412
dsgdb9nsd_005648,-377.6347
dsgdb9nsd_005651,-345.5448
dsgdb9nsd_005653,-361.59
dsgdb9nsd_005654,-341.7425
dsgdb9nsd_005655,-361.5972
dsgdb9nsd_005657,-377.6451
dsgdb9nsd_005658,-377.644
dsgdb9nsd_005659,-373.8364
dsgdb9nsd_005660,-393.6885
dsgdb9nsd_005661,-381.4495
dsgdb9nsd_005665,-341.7346
dsgdb9nsd_005667,-361.5879
dsgdb9nsd_005668,-341.736
dsgdb9nsd_005669,-357.7807
dsgdb9nsd_005670,-361.594
dsgdb9nsd_005671,-377.6381
dsgdb9nsd_005672,-373.825
dsgdb9nsd_005673,-377.6361
dsgdb9nsd_005674,-381.4483
dsgdb9nsd_005676,-413.5308
dsgdb9nsd_005678,-341.7408
dsgdb9nsd_005679,-341.7425
dsgdb9nsd_005680,-325.6922
dsgdb9nsd_005681,-341.7393
dsgdb9nsd_005683,-357.7874
dsgdb9nsd_005684,-377.6403
dsgdb9nsd_005686,-346.775
dsgdb9nsd_005687,-342.9669
dsgdb9nsd_005688,-362.8223
dsgdb9nsd_005689,-342.9428
dsgdb9nsd_005690,-362.7971
dsgdb9nsd_005691,-358.9917
dsgdb9nsd_005692,-378.8457
dsgdb9nsd_005693,-342.9437
dsgdb9nsd_005695,-378.8457
dsgdb9nsd_005696,-362.8081
dsgdb9nsd_005697,-378.8517
dsgdb9nsd_005698,-362.8061
dsgdb9nsd_005699,-382.6591
dsgdb9nsd_005701,-398.707
dsgdb9nsd_005702,-382.6634
dsgdb9nsd_005703,-398.7071
dsgdb9nsd_005705,-398.6893
dsgdb9nsd_005706,-418.5409
dsgdb9nsd_005707,-414.7329
dsgdb9nsd_005708,-434.5835
dsgdb9nsd_005710,-378.8517
dsgdb9nsd_005711,-382.6598
dsgdb9nsd_005712,-398.7046
dsgdb9nsd_005713,-326.9206
dsgdb9nsd_005714,-342.9463
dsgdb9nsd_005715,-362.8103
dsgdb9nsd_005716,-346.7755
dsgdb9nsd_005718,-382.6648
dsgdb9nsd_005720,-418.5524
dsgdb9nsd_005723,-326.9239
dsgdb9nsd_005724,-342.948
dsgdb9nsd_005726,-342.9729
dsgdb9nsd_005728,-342.9702
dsgdb9nsd_005729,-378.8559
dsgdb9nsd_005731,-378.8505
dsgdb9nsd_005732,-398.708
dsgdb9nsd_005733,-326.8779
dsgdb9nsd_005734,-342.9266
dsgdb9nsd_005735,-342.9096
dsgdb9nsd_005737,-362.7749
dsgdb9nsd_005740,-342.9127
dsgdb9nsd_005741,-362.7781
dsgdb9nsd_005743,-378.834
dsgdb9nsd_005744,-326.8802
dsgdb9nsd_005747,-326.8773
dsgdb9nsd_005748,-342.9242
dsgdb9nsd_005749,-342.9229
dsgdb9nsd_005751,-378.8232
dsgdb9nsd_005752,-378.8229
dsgdb9nsd_005753,-325.614
dsgdb9nsd_005754,-341.6583
dsgdb9nsd_005756,-326.8954
dsgdb9nsd_005757,-346.7542
dsgdb9nsd_005758,-342.9436
dsgdb9nsd_005759,-362.8035
dsgdb9nsd_005760,-342.9479
dsgdb9nsd_005761,-362.806
dsgdb9nsd_005763,-362.7746
dsgdb9nsd_005764,-378.8229
dsgdb9nsd_005766,-378.8284
dsgdb9nsd_005767,-342.9228
dsgdb9nsd_005768,-362.78
dsgdb9nsd_005769,-358.9704
dsgdb9nsd_005771,-358.978
dsgdb9nsd_005772,-378.8293
dsgdb9nsd_005774,-382.6491
dsgdb9nsd_005775,-378.8385
dsgdb9nsd_005777,-378.8447
dsgdb9nsd_005781,-346.7482
dsgdb9nsd_005782,-362.7996
dsgdb9nsd_005783,-342.9139
dsgdb9nsd_005785,-362.7693
dsgdb9nsd_005786,-378.8233
dsgdb9nsd_005789,-362.7777
dsgdb9nsd_005792,-378.8422
dsgdb9nsd_005793,-382.6463
dsgdb9nsd_005795,-326.8843
dsgdb9nsd_005796,-342.9321
dsgdb9nsd_005798,-386.3505
dsgdb9nsd_005800,-386.3707
dsgdb9nsd_005803,-402.4251
dsgdb9nsd_005804,-402.3393
dsgdb9nsd_005805,-402.4138
dsgdb9nsd_005806,-315.7348
dsgdb9nsd_005807,-351.643
dsgdb9nsd_005808,-351.6394
dsgdb9nsd_005809,-351.6406
dsgdb9nsd_005810,-387.5432
dsgdb9nsd_005811,-315.7297
dsgdb9nsd_005812,-351.6392
dsgdb9nsd_005813,-387.5479
dsgdb9nsd_005815,-350.4153
dsgdb9nsd_005817,-386.3135
dsgdb9nsd_005818,-313.2476
dsgdb9nsd_005819,-349.1547
dsgdb9nsd_005821,-365.2511
dsgdb9nsd_005822,-345.3806
dsgdb9nsd_005823,-349.1495
dsgdb9nsd_005824,-365.2462
dsgdb9nsd_005826,-385.0525
dsgdb9nsd_005827,-401.1492
dsgdb9nsd_005831,-399.9375
dsgdb9nsd_005832,-385.1103
dsgdb9nsd_005833,-421.0243
dsgdb9nsd_005834,-386.333
dsgdb9nsd_005835,-422.2403
dsgdb9nsd_005836,-350.423
dsgdb9nsd_005837,-386.3301
dsgdb9nsd_005839,-386.3282
dsgdb9nsd_005841,-350.4384
dsgdb9nsd_005843,-366.4956
dsgdb9nsd_005844,-402.4058
dsgdb9nsd_005846,-422.2603
dsgdb9nsd_005849,-351.6314
dsgdb9nsd_005852,-351.6414
dsgdb9nsd_005854,-387.5471
dsgdb9nsd_005856,-387.5362
dsgdb9nsd_005857,-313.262
dsgdb9nsd_005858,-349.165
dsgdb9nsd_005859,-310.7798
dsgdb9nsd_005861,-346.6779
dsgdb9nsd_005868,-349.1399
dsgdb9nsd_005869,-365.2375
dsgdb9nsd_005870,-349.1548
dsgdb9nsd_005871,-365.2541
dsgdb9nsd_005872,-350.4258
dsgdb9nsd_005873,-366.4906
dsgdb9nsd_005874,-386.3502
dsgdb9nsd_005876,-386.3327
dsgdb9nsd_005877,-402.3981
dsgdb9nsd_005878,-402.3659
dsgdb9nsd_005879,-422.2539
dsgdb9nsd_005880,-366.4573
dsgdb9nsd_005883,-313.2609
dsgdb9nsd_005884,-349.1635
dsgdb9nsd_005885,-366.451
dsgdb9nsd_005886,-351.6352
dsgdb9nsd_005887,-387.5382
dsgdb9nsd_005888,-387.5414
dsgdb9nsd_005889,-315.7385
dsgdb9nsd_005891,-351.6374
dsgdb9nsd_005892,-351.6366
dsgdb9nsd_005893,-387.5442
dsgdb9nsd_005894,-351.6273
dsgdb9nsd_005895,-387.534
dsgdb9nsd_005896,-310.7657
dsgdb9nsd_005899,-346.6656
dsgdb9nsd_005901,-347.949
dsgdb9nsd_005902,-383.8482
dsgdb9nsd_005903,-310.7591
dsgdb9nsd_005904,-326.8572
dsgdb9nsd_005905,-326.8571
dsgdb9nsd_005907,-342.8891
dsgdb9nsd_005909,-358.9844
dsgdb9nsd_005910,-346.6594
dsgdb9nsd_005911,-362.7553
dsgdb9nsd_005915,-364.0377
dsgdb9nsd_005916,-383.8427
dsgdb9nsd_005917,-399.9394
dsgdb9nsd_005919,-364.0307
dsgdb9nsd_005920,-363.9973
dsgdb9nsd_005922,-363.9623
dsgdb9nsd_005924,-383.8532
dsgdb9nsd_005925,-399.9469
dsgdb9nsd_005927,-399.9314
dsgdb9nsd_005931,-421.0359
dsgdb9nsd_005932,-421.0162
dsgdb9nsd_005933,-349.1587
dsgdb9nsd_005934,-385.0655
dsgdb9nsd_005937,-349.1466
dsgdb9nsd_005938,-349.1475
dsgdb9nsd_005939,-365.2464
dsgdb9nsd_005940,-385.0585
dsgdb9nsd_005941,-401.1524
dsgdb9nsd_005942,-313.2481
dsgdb9nsd_005943,-329.3473
dsgdb9nsd_005944,-349.1529
dsgdb9nsd_005946,-349.1404
dsgdb9nsd_005949,-402.387
dsgdb9nsd_005950,-402.3589
dsgdb9nsd_005951,-422.2498
dsgdb9nsd_005952,-422.2326
dsgdb9nsd_005953,-350.4229
dsgdb9nsd_005954,-366.4896
dsgdb9nsd_005955,-386.3515
dsgdb9nsd_005957,-386.3188
dsgdb9nsd_005959,-365.2418
dsgdb9nsd_005960,-381.2773
dsgdb9nsd_005961,-385.0469
dsgdb9nsd_005962,-401.1435
dsgdb9nsd_005964,-329.3466
dsgdb9nsd_005965,-345.3817
dsgdb9nsd_005966,-349.1509
dsgdb9nsd_005968,-345.3713
dsgdb9nsd_005969,-349.14
dsgdb9nsd_005971,-349.1399
dsgdb9nsd_005972,-365.2384
dsgdb9nsd_005973,-381.2712
dsgdb9nsd_005974,-385.0418
dsgdb9nsd_005976,-386.3229
dsgdb9nsd_005977,-422.2338
dsgdb9nsd_005978,-350.427
dsgdb9nsd_005979,-386.3303
dsgdb9nsd_005981,-386.3194
dsgdb9nsd_005983,-387.5321
dsgdb9nsd_005984,-423.4428
dsgdb9nsd_005987,-387.5401
dsgdb9nsd_005988,-387.5374
dsgdb9nsd_005989,-315.7351
dsgdb9nsd_005992,-351.6435
dsgdb9nsd_005993,-387.5453
dsgdb9nsd_005994,-351.6362
dsgdb9nsd_005995,-387.5348
dsgdb9nsd_005996,-387.5282
dsgdb9nsd_005997,-387.5271
dsgdb9nsd_005999,-423.4357
dsgdb9nsd_006000,-347.9423
dsgdb9nsd_006002,-383.848
dsgdb9nsd_006003,-399.9407
dsgdb9nsd_006004,-364.0122
dsgdb9nsd_006007,-396.1412
dsgdb9nsd_006008,-399.9122
dsgdb9nsd_006010,-416.0061
dsgdb9nsd_006011,-385.1266
dsgdb9nsd_006013,-401.1888
dsgdb9nsd_006015,-313.2459
dsgdb9nsd_006016,-329.3456
dsgdb9nsd_006017,-345.3775
dsgdb9nsd_006018,-349.1508
dsgdb9nsd_006019,-365.2482
dsgdb9nsd_006020,-361.4091
dsgdb9nsd_006021,-349.1513
dsgdb9nsd_006022,-365.2502
dsgdb9nsd_006023,-381.2884
dsgdb9nsd_006025,-401.1521
dsgdb9nsd_006026,-345.3603
dsgdb9nsd_006027,-350.425
dsgdb9nsd_006028,-386.3299
dsgdb9nsd_006029,-386.33
dsgdb9nsd_006032,-422.2445
dsgdb9nsd_006033,-402.3321
dsgdb9nsd_006034,-402.3977
dsgdb9nsd_006040,-366.4971
dsgdb9nsd_006043,-402.4084
dsgdb9nsd_006045,-386.3304
dsgdb9nsd_006046,-402.3962
dsgdb9nsd_006047,-351.6315
dsgdb9nsd_006048,-387.5427
dsgdb9nsd_006049,-387.5363
dsgdb9nsd_006050,-423.4503
dsgdb9nsd_006051,-315.7307
dsgdb9nsd_006052,-351.6374
dsgdb9nsd_006056,-387.5335
dsgdb9nsd_006057,-382.65
dsgdb9nsd_006058,-398.71
dsgdb9nsd_006059,-414.7139
dsgdb9nsd_006060,-414.7705
dsgdb9nsd_006064,-401.1627
dsgdb9nsd_006065,-385.1413
dsgdb9nsd_006066,-401.2026
dsgdb9nsd_006067,-401.2006
dsgdb9nsd_006068,-417.2524
dsgdb9nsd_006072,-437.1221
dsgdb9nsd_006076,-417.2638
dsgdb9nsd_006077,-433.3134
dsgdb9nsd_006080,-364.0177
dsgdb9nsd_006082,-383.8556
dsgdb9nsd_006083,-399.9154
dsgdb9nsd_006084,-313.2611
dsgdb9nsd_006085,-349.1601
dsgdb9nsd_006089,-366.4995
dsgdb9nsd_006090,-382.5505
dsgdb9nsd_006091,-386.3673
dsgdb9nsd_006092,-402.4211
dsgdb9nsd_006100,-418.4551
dsgdb9nsd_006101,-422.2714
dsgdb9nsd_006102,-438.3211
dsgdb9nsd_006105,-351.6422
dsgdb9nsd_006106,-351.6385
dsgdb9nsd_006107,-387.5392
dsgdb9nsd_006108,-387.5461
dsgdb9nsd_006109,-385.1032
dsgdb9nsd_006110,-401.1651
dsgdb9nsd_006113,-401.1726
dsgdb9nsd_006114,-421.037
dsgdb9nsd_006115,-421.0055
dsgdb9nsd_006117,-349.2029
dsgdb9nsd_006119,-365.2663
dsgdb9nsd_006120,-385.1404
dsgdb9nsd_006121,-365.2653
dsgdb9nsd_006122,-385.102
dsgdb9nsd_006123,-421.0019
dsgdb9nsd_006124,-349.2045
dsgdb9nsd_006126,-365.2358
dsgdb9nsd_006127,-385.1075
dsgdb9nsd_006128,-365.2625
dsgdb9nsd_006130,-386.308
dsgdb9nsd_006133,-386.3088
dsgdb9nsd_006134,-314.4991
dsgdb9nsd_006136,-350.4062
dsgdb9nsd_006139,-386.3112
dsgdb9nsd_006142,-344.1399
dsgdb9nsd_006144,-364.0103
dsgdb9nsd_006145,-347.9167
dsgdb9nsd_006148,-385.0934
dsgdb9nsd_006149,-365.2473
dsgdb9nsd_006150,-385.0954
dsgdb9nsd_006151,-401.1497
dsgdb9nsd_006152,-365.2402
dsgdb9nsd_006153,-350.3987
dsgdb9nsd_006154,-386.31
dsgdb9nsd_006155,-386.302
dsgdb9nsd_006156,-314.5018
dsgdb9nsd_006157,-350.4106
dsgdb9nsd_006158,-350.4069
dsgdb9nsd_006160,-386.2984
dsgdb9nsd_006161,-349.2042
dsgdb9nsd_006162,-385.1047
dsgdb9nsd_006164,-385.1015
dsgdb9nsd_006165,-365.2435
dsgdb9nsd_006167,-381.2992
dsgdb9nsd_006169,-401.168
dsgdb9nsd_006170,-401.0883
dsgdb9nsd_006171,-401.1662
dsgdb9nsd_006172,-314.4983
dsgdb9nsd_006173,-350.3995
dsgdb9nsd_006174,-350.4057
dsgdb9nsd_006175,-350.4002
dsgdb9nsd_006176,-386.3014
dsgdb9nsd_006178,-386.3056
dsgdb9nsd_006179,-348.0044
dsgdb9nsd_006180,-364.0629
dsgdb9nsd_006181,-364.039
dsgdb9nsd_006183,-383.9059
dsgdb9nsd_006184,-385.1273
dsgdb9nsd_006185,-365.2706
dsgdb9nsd_006186,-349.2289
dsgdb9nsd_006187,-365.2932
dsgdb9nsd_006189,-365.2895
dsgdb9nsd_006190,-381.3404
dsgdb9nsd_006193,-401.1771
dsgdb9nsd_006195,-401.2059
dsgdb9nsd_006196,-421.0737
dsgdb9nsd_006197,-401.1717
dsgdb9nsd_006203,-381.3126
dsgdb9nsd_006205,-349.2031
dsgdb9nsd_006206,-349.2068
dsgdb9nsd_006207,-365.2672
dsgdb9nsd_006208,-313.3025
dsgdb9nsd_006211,-349.1977
dsgdb9nsd_006213,-313.2965
dsgdb9nsd_006214,-349.2004
dsgdb9nsd_006216,-386.3308
dsgdb9nsd_006218,-386.3327
dsgdb9nsd_006219,-350.4274
dsgdb9nsd_006220,-386.3314
dsgdb9nsd_006221,-314.5271
dsgdb9nsd_006222,-350.435
dsgdb9nsd_006223,-350.4332
dsgdb9nsd_006224,-350.4305
dsgdb9nsd_006225,-386.3396
dsgdb9nsd_006226,-386.3372
dsgdb9nsd_006229,-422.1962
dsgdb9nsd_006230,-314.4954
dsgdb9nsd_006231,-350.3999
dsgdb9nsd_006232,-386.3046
dsgdb9nsd_006234,-314.4987
dsgdb9nsd_006235,-350.4059
dsgdb9nsd_006236,-350.4021
dsgdb9nsd_006237,-386.3078
dsgdb9nsd_006238,-386.3056
dsgdb9nsd_006239,-378.8313
dsgdb9nsd_006240,-398.6848
dsgdb9nsd_006241,-414.7719
dsgdb9nsd_006244,-398.7096
dsgdb9nsd_006246,-398.7058
dsgdb9nsd_006248,-414.7626
dsgdb9nsd_006249,-416.0121
dsgdb9nsd_006250,-435.8579
dsgdb9nsd_006251,-416.0098
dsgdb9nsd_006252,-435.8917
dsgdb9nsd_006254,-432.0635
dsgdb9nsd_006255,-451.9601
dsgdb9nsd_006256,-360.2037
dsgdb9nsd_006257,-381.2978
dsgdb9nsd_006258,-347.9446
dsgdb9nsd_006259,-364.0345
dsgdb9nsd_006261,-364.0052
dsgdb9nsd_006262,-383.8707
dsgdb9nsd_006265,-399.9348
dsgdb9nsd_006266,-363.9585
dsgdb9nsd_006267,-380.049
dsgdb9nsd_006273,-401.134
dsgdb9nsd_006274,-313.248
dsgdb9nsd_006275,-329.3487
dsgdb9nsd_006276,-345.3801
dsgdb9nsd_006277,-349.1481
dsgdb9nsd_006280,-349.1449
dsgdb9nsd_006281,-365.2424
dsgdb9nsd_006283,-349.1534
dsgdb9nsd_006284,-365.2521
dsgdb9nsd_006285,-381.2879
dsgdb9nsd_006286,-385.0533
dsgdb9nsd_006287,-401.151
dsgdb9nsd_006289,-381.2649
dsgdb9nsd_006290,-350.426
dsgdb9nsd_006291,-386.3334
dsgdb9nsd_006293,-386.3251
dsgdb9nsd_006294,-386.33
dsgdb9nsd_006295,-422.2367
dsgdb9nsd_006296,-402.3867
dsgdb9nsd_006297,-383.8461
dsgdb9nsd_006298,-399.9418
dsgdb9nsd_006300,-364.0484
dsgdb9nsd_006301,-364.0111
dsgdb9nsd_006302,-380.11
dsgdb9nsd_006304,-380.1035
dsgdb9nsd_006308,-399.9685
dsgdb9nsd_006310,-416.0234
dsgdb9nsd_006311,-399.9113
dsgdb9nsd_006312,-416.0036
dsgdb9nsd_006313,-396.1425
dsgdb9nsd_006315,-421.0329
dsgdb9nsd_006317,-401.1917
dsgdb9nsd_006320,-421.0542
dsgdb9nsd_006321,-437.1088
dsgdb9nsd_006322,-401.1816
dsgdb9nsd_006323,-417.2425
dsgdb9nsd_006325,-437.0968
dsgdb9nsd_006326,-381.3197
dsgdb9nsd_006327,-397.372
dsgdb9nsd_006328,-401.1797
dsgdb9nsd_006331,-397.3753
dsgdb9nsd_006332,-366.4688
dsgdb9nsd_006334,-421.0301
dsgdb9nsd_006335,-417.2278
dsgdb9nsd_006337,-437.096
dsgdb9nsd_006338,-381.3277
dsgdb9nsd_006341,-401.2026
dsgdb9nsd_006342,-381.3298
dsgdb9nsd_006347,-401.1992
dsgdb9nsd_006350,-417.2741
dsgdb9nsd_006351,-433.3073
dsgdb9nsd_006352,-417.2371
dsgdb9nsd_006357,-437.1244
dsgdb9nsd_006359,-453.1771
dsgdb9nsd_006361,-437.0951
dsgdb9nsd_006362,-433.2803
dsgdb9nsd_006363,-453.1606
dsgdb9nsd_006364,-433.2929
dsgdb9nsd_006365,-386.3419
dsgdb9nsd_006367,-402.4032
dsgdb9nsd_006368,-422.2704
dsgdb9nsd_006370,-350.4415
dsgdb9nsd_006371,-386.3488
dsgdb9nsd_006373,-386.3718
dsgdb9nsd_006376,-402.4028
dsgdb9nsd_006378,-402.4202
dsgdb9nsd_006379,-386.3629
dsgdb9nsd_006381,-402.3768
dsgdb9nsd_006382,-402.4159
dsgdb9nsd_006383,-366.466
dsgdb9nsd_006386,-386.3372
dsgdb9nsd_006388,-402.4009
dsgdb9nsd_006389,-418.4522
dsgdb9nsd_006392,-350.4392
dsgdb9nsd_006394,-366.5011
dsgdb9nsd_006395,-382.5526
dsgdb9nsd_006396,-386.3711
dsgdb9nsd_006397,-402.4252
dsgdb9nsd_006399,-386.3417
dsgdb9nsd_006403,-386.3321
dsgdb9nsd_006405,-438.3035
dsgdb9nsd_006409,-351.6361
dsgdb9nsd_006410,-387.5435
dsgdb9nsd_006411,-387.5408
dsgdb9nsd_006412,-387.5403
dsgdb9nsd_006413,-423.4517
dsgdb9nsd_006415,-351.641
dsgdb9nsd_006419,-351.632
dsgdb9nsd_006420,-387.5399
dsgdb9nsd_006421,-362.7492
dsgdb9nsd_006422,-378.8426
dsgdb9nsd_006423,-346.7098
dsgdb9nsd_006425,-362.7706
dsgdb9nsd_006426,-382.6416
dsgdb9nsd_006427,-398.734
dsgdb9nsd_006428,-382.6094
dsgdb9nsd_006429,-398.7039
dsgdb9nsd_006432,-399.9512
dsgdb9nsd_006433,-419.8197
dsgdb9nsd_006434,-419.7949
dsgdb9nsd_006435,-347.9117
dsgdb9nsd_006436,-364.0106
dsgdb9nsd_006437,-312.0117
dsgdb9nsd_006438,-328.1108
dsgdb9nsd_006439,-344.1385
dsgdb9nsd_006440,-347.9147
dsgdb9nsd_006441,-364.0114
dsgdb9nsd_006442,-344.1442
dsgdb9nsd_006444,-364.0102
dsgdb9nsd_006445,-344.1322
dsgdb9nsd_006447,-363.932
dsgdb9nsd_006448,-380.0276
dsgdb9nsd_006449,-380.0474
dsgdb9nsd_006450,-383.8147
dsgdb9nsd_006451,-399.91
dsgdb9nsd_006454,-385.0953
dsgdb9nsd_006456,-401.117
dsgdb9nsd_006457,-420.9999
dsgdb9nsd_006459,-385.0992
dsgdb9nsd_006460,-401.1633
dsgdb9nsd_006461,-421.0385
dsgdb9nsd_006462,-365.2458
dsgdb9nsd_006463,-349.1999
dsgdb9nsd_006464,-365.2642
dsgdb9nsd_006466,-385.1039
dsgdb9nsd_006467,-385.0929
dsgdb9nsd_006468,-421.0052
dsgdb9nsd_006469,-386.3006
dsgdb9nsd_006470,-350.3992
dsgdb9nsd_006471,-386.3108
dsgdb9nsd_006474,-350.4092
dsgdb9nsd_006475,-350.4014
dsgdb9nsd_006476,-350.4055
dsgdb9nsd_006478,-402.329
dsgdb9nsd_006481,-366.414
dsgdb9nsd_006483,-365.2285
dsgdb9nsd_006484,-349.1941
dsgdb9nsd_006488,-365.2549
dsgdb9nsd_006490,-365.2569
dsgdb9nsd_006492,-401.1627
dsgdb9nsd_006494,-381.3057
dsgdb9nsd_006495,-401.1761
dsgdb9nsd_006498,-314.4922
dsgdb9nsd_006499,-350.3981
dsgdb9nsd_006501,-350.3932
dsgdb9nsd_006504,-386.3024
dsgdb9nsd_006505,-312.0103
dsgdb9nsd_006506,-328.1095
dsgdb9nsd_006508,-347.9105
dsgdb9nsd_006509,-364.0073
dsgdb9nsd_006513,-364.0114
dsgdb9nsd_006515,-380.0381
dsgdb9nsd_006516,-347.9092
dsgdb9nsd_006517,-364.0082
dsgdb9nsd_006520,-399.9081
dsgdb9nsd_006521,-349.1911
dsgdb9nsd_006522,-385.0934
dsgdb9nsd_006525,-385.0938
dsgdb9nsd_006526,-420.9991
dsgdb9nsd_006528,-386.3022
dsgdb9nsd_006530,-386.3055
dsgdb9nsd_006531,-386.2993
dsgdb9nsd_006534,-350.399
dsgdb9nsd_006536,-350.4003
dsgdb9nsd_006537,-386.3047
dsgdb9nsd_006539,-386.2925
dsgdb9nsd_006540,-314.4903
dsgdb9nsd_006541,-350.3955
dsgdb9nsd_006542,-350.3924
dsgdb9nsd_006544,-366.4333
dsgdb9nsd_006545,-386.3075
dsgdb9nsd_006546,-386.3037
dsgdb9nsd_006547,-350.3913
dsgdb9nsd_006548,-386.2997
dsgdb9nsd_006549,-314.4889
dsgdb9nsd_006550,-350.3987
dsgdb9nsd_006554,-330.5076
dsgdb9nsd_006555,-366.4134
dsgdb9nsd_006556,-314.4922
dsgdb9nsd_006557,-350.3919
dsgdb9nsd_006558,-330.5158
dsgdb9nsd_006559,-350.3898
dsgdb9nsd_006560,-350.3988
dsgdb9nsd_006561,-386.3011
dsgdb9nsd_006562,-366.425
dsgdb9nsd_006563,-349.1445
dsgdb9nsd_006564,-385.0452
dsgdb9nsd_006566,-313.2401
dsgdb9nsd_006569,-385.0438
dsgdb9nsd_006570,-420.9449
dsgdb9nsd_006573,-329.2903
dsgdb9nsd_006575,-365.1963
dsgdb9nsd_006576,-385.0604
dsgdb9nsd_006577,-313.2569
dsgdb9nsd_006578,-349.1588
dsgdb9nsd_006579,-349.1626
dsgdb9nsd_006580,-312.0264
dsgdb9nsd_006581,-347.9257
dsgdb9nsd_006582,-347.9281
dsgdb9nsd_006583,-383.8286
dsgdb9nsd_006584,-313.2826
dsgdb9nsd_006585,-349.1782
dsgdb9nsd_006586,-349.1862
dsgdb9nsd_006587,-349.1849
dsgdb9nsd_006588,-385.0783
dsgdb9nsd_006589,-385.0862
dsgdb9nsd_006590,-310.7506
dsgdb9nsd_006591,-326.848
dsgdb9nsd_006592,-342.8682
