molecule_name,X,Y,Z
dsgdb9nsd_009393,2.4491,2.5349,0.6756
dsgdb9nsd_009395,3.4636,1.4768,0.1656
dsgdb9nsd_009396,4.5944,0.3884,0.54
dsgdb9nsd_009397,0.0963,-2.2427,-1.383
dsgdb9nsd_009399,2.2504,0.4414,1.6708
dsgdb9nsd_009400,-0.7478,1.93,0.2639
dsgdb9nsd_009401,-2.2235,1.4988,0.9059
dsgdb9nsd_009402,1.2095,-1.616,0.9466
dsgdb9nsd_009403,-3.6684,0.9674,1.1956
dsgdb9nsd_009404,2.7002,0.8091,0.681
dsgdb9nsd_009406,2.5958,-0.6036,-0.0477
dsgdb9nsd_009407,-3.9351,0.3936,2.3506
dsgdb9nsd_009408,-2.2201,2.2289,0.2208
dsgdb9nsd_009410,-3.1401,-3.3168,-0.1775
dsgdb9nsd_009411,1.266,-2.6876,0.2134
dsgdb9nsd_009415,0.0787,0.7767,0.578
dsgdb9nsd_009416,-1.7352,-1.4223,0.3452
dsgdb9nsd_009418,0.0351,-0.2525,-0.3355
dsgdb9nsd_009420,0.1194,-1.071,0.7937
dsgdb9nsd_009421,0.598,-0.2562,0.8003
dsgdb9nsd_009422,0.0567,-1.1317,-0.832
dsgdb9nsd_009423,-1.9811,-0.3923,1.3033
dsgdb9nsd_009427,0.0767,-1.7979,1.2173
dsgdb9nsd_009431,0.2784,1.3428,0.1619
dsgdb9nsd_009432,0.1896,-0.2101,0.2584
dsgdb9nsd_009433,0.878,0.6207,1.162
dsgdb9nsd_009435,-2.1166,-1.4656,2.0087
dsgdb9nsd_009436,0.3767,-0.8868,2.3152
dsgdb9nsd_009438,0.0177,-3.0601,-1.7553
dsgdb9nsd_009439,-2.7814,-4.6982,-0.0699
dsgdb9nsd_009440,0.7748,-2.0484,-0.7356
dsgdb9nsd_009441,-2.0737,-3.564,0.5698
dsgdb9nsd_009443,0.5788,4.4373,0.2525
dsgdb9nsd_009445,1.7866,-0.0272,-2.7171
dsgdb9nsd_009446,-0.2771,0.5823,-0.4591
dsgdb9nsd_009447,2.7428,2.4033,0.0898
dsgdb9nsd_009449,-0.4238,-2.2315,-1.1629
dsgdb9nsd_009452,1.7686,-2.0119,-0.0817
dsgdb9nsd_009453,-1.1183,-3.4839,1.2574
dsgdb9nsd_009457,4.6922,2.5113,0.5866
dsgdb9nsd_009459,1.0081,-0.7265,-0.6335
dsgdb9nsd_009460,-2.334,-1.8194,0.8025
dsgdb9nsd_009464,-0.3743,0.2915,3.1687
dsgdb9nsd_009469,-1.0772,-3.2657,-1.0477
dsgdb9nsd_009470,2.6444,3.1329,-1.385
dsgdb9nsd_009471,-1.3298,-3.8317,-1.5229
dsgdb9nsd_009472,0.4966,2.2635,-1.4565
dsgdb9nsd_009475,3.8954,1.5675,2.4429
dsgdb9nsd_009479,0.0667,1.333,-1.9341
dsgdb9nsd_009480,-3.2982,1.5298,-0.7148
dsgdb9nsd_009484,0.5792,0.8073,-0.2738
dsgdb9nsd_009485,-2.7806,1.7821,0.8382
dsgdb9nsd_009487,-1.0526,-1.3092,-0.9509
dsgdb9nsd_009488,4.2649,1.1994,0.1564
dsgdb9nsd_009489,-3.1105,2.0046,0.5657
dsgdb9nsd_009490,-1.9139,1.6505,0.3069
dsgdb9nsd_009492,-2.3454,-0.3396,1.885
dsgdb9nsd_009493,-2.2227,0.635,2.1738
dsgdb9nsd_009494,2.1581,-0.4942,0.3342
dsgdb9nsd_009495,-1.2271,0.1796,1.7689
dsgdb9nsd_009496,2.2955,-2.0817,0.9858
dsgdb9nsd_009498,-5.8887,0.7249,0.26
dsgdb9nsd_009500,0.9174,0.4943,0.2211
dsgdb9nsd_009501,-2.3391,2.5115,2.06
dsgdb9nsd_009502,2.6403,-0.0989,-0.1012
dsgdb9nsd_009503,-0.7296,-0.5183,0.4922
dsgdb9nsd_009505,-2.3565,-0.895,0.908
dsgdb9nsd_009506,-2.4829,0.7458,1.1859
dsgdb9nsd_009507,3.0646,1.5077,-1.3406
dsgdb9nsd_009508,1.4318,2.7357,0.1332
dsgdb9nsd_009510,0.7062,1.4318,-0.7487
dsgdb9nsd_009511,-2.9909,0.3792,0.62
dsgdb9nsd_009512,-2.3488,-2.0316,-0.5996
dsgdb9nsd_009513,-2.7632,-2.6757,-1.3752
dsgdb9nsd_009514,-1.4942,-1.9952,-0.639
dsgdb9nsd_009515,-0.1432,-3.2908,-0.7562
dsgdb9nsd_009516,1.6186,-0.3091,0.4461
dsgdb9nsd_009517,0.3955,1.0885,0.6184
dsgdb9nsd_009518,0.1346,-2.3585,-0.9409
dsgdb9nsd_009519,0.8108,-3.0627,-1.23
dsgdb9nsd_009520,-0.4419,-2.255,-0.5439
dsgdb9nsd_009521,-1.636,-3.5152,-0.5495
dsgdb9nsd_009522,0.9738,1.6947,1.4384
dsgdb9nsd_009524,-1.4173,-2.5047,-0.0088
dsgdb9nsd_009525,0.4893,-1.6272,-1.0901
dsgdb9nsd_009527,-0.3853,-0.9631,-0.7298
dsgdb9nsd_009528,-0.4547,-2.9227,-0.1439
dsgdb9nsd_009529,-0.8052,-2.5963,0.037
dsgdb9nsd_009531,0.3699,-1.9193,0.4222
dsgdb9nsd_009533,-0.4682,-1.5291,0.3207
dsgdb9nsd_009534,-1.7916,-2.7635,0.3434
dsgdb9nsd_009535,-1.4789,-0.8896,-0.2707
dsgdb9nsd_009536,-0.0007,-2.1507,-0.2272
dsgdb9nsd_009537,1.3424,-1.0582,-1.4679
dsgdb9nsd_009538,1.8697,-1.8717,-2.046
dsgdb9nsd_009539,0.657,-0.9074,-1.4776
dsgdb9nsd_009540,-0.9928,-2.1728,-1.4772
dsgdb9nsd_009542,2.769,-0.9917,1.5566
dsgdb9nsd_009543,0.1365,-0.6526,-1.2009
dsgdb9nsd_009544,1.4166,0.7425,-1.5854
dsgdb9nsd_009545,-2.4026,-0.0573,0.8538
dsgdb9nsd_009548,-0.0186,-0.0792,0.0369
dsgdb9nsd_009549,-1.0631,0.6463,0.0507
dsgdb9nsd_009550,-1.3085,0.4622,1.0948
dsgdb9nsd_009551,0.9433,1.025,0.9394
dsgdb9nsd_009552,1.9162,0.1907,1.0706
dsgdb9nsd_009554,-0.2346,0.868,-0.7408
dsgdb9nsd_009556,0.3548,-0.8772,0.3477
dsgdb9nsd_009558,-2.0128,-0.2917,0.4968
dsgdb9nsd_009559,-0.3791,-0.5939,-1.4301
dsgdb9nsd_009561,-3.2822,0.8101,1.7316
dsgdb9nsd_009562,3.4098,-0.6107,1.3522
dsgdb9nsd_009563,0.1007,0.0336,2.4802
dsgdb9nsd_009564,0.7608,-0.4713,-0.8028
dsgdb9nsd_009565,-2.6314,0.4204,0.2963
dsgdb9nsd_009566,4.3014,-1.1037,0.0372
dsgdb9nsd_009569,-3.571,1.5491,-0.7242
dsgdb9nsd_009572,-2.2594,0.8627,1.3639
dsgdb9nsd_009574,1.1307,0.0553,2.1989
dsgdb9nsd_009577,4.6367,-1.2706,2.0267
dsgdb9nsd_009579,-1.9921,-1.1847,1.0221
dsgdb9nsd_009580,1.2338,-2.5194,1.5173
dsgdb9nsd_009582,2.8351,1.2094,-0.7144
dsgdb9nsd_009583,-2.0927,0.0106,-0.6142
dsgdb9nsd_009586,-2.3907,3.6189,-0.3067
dsgdb9nsd_009587,2.1527,1.4889,1.3277
dsgdb9nsd_009588,-0.822,3.0768,2.2633
dsgdb9nsd_009589,-3.2783,-0.351,-0.0505
dsgdb9nsd_009590,-0.4654,2.4936,1.1632
dsgdb9nsd_009593,1.981,-0.7934,-2.1875
dsgdb9nsd_009594,-1.6823,-0.0542,-1.6675
dsgdb9nsd_009595,3.3312,1.4697,1.9491
dsgdb9nsd_009596,0.0975,2.9153,2.889
dsgdb9nsd_009597,0.1294,0.0517,2.8719
dsgdb9nsd_009599,0.4481,-0.6846,1.8307
dsgdb9nsd_009600,-0.2633,-1.5417,-1.4565
dsgdb9nsd_009604,2.6271,0.4454,-1.7325
dsgdb9nsd_009605,6.1225,0.4264,-1.1416
dsgdb9nsd_009609,-3.562,2.3668,0.5854
dsgdb9nsd_009611,-3.6873,3.219,-0.4899
dsgdb9nsd_009613,-3.298,1.9303,-1.2735
dsgdb9nsd_009615,3.9822,-1.8017,1.4692
dsgdb9nsd_009617,4.4484,-2.5541,1.4028
dsgdb9nsd_009620,-3.553,0.2454,0.4888
dsgdb9nsd_009621,3.1422,-0.1703,0.0582
dsgdb9nsd_009623,4.4427,0.8154,-0.7322
dsgdb9nsd_009624,0.6806,-1.55,-2.0544
dsgdb9nsd_009625,-3.2216,0.5039,0.982
dsgdb9nsd_009628,-1.3706,2.1102,-2.0874
dsgdb9nsd_009629,-3.7526,0.1518,2.0535
dsgdb9nsd_009634,1.5897,-0.0237,-0.0091
dsgdb9nsd_009636,1.1302,1.0915,-0.8454
dsgdb9nsd_009637,-2.1135,2.7973,-0.2807
dsgdb9nsd_009638,0.8742,0.3095,0.1074
dsgdb9nsd_009639,3.7711,2.043,0.9684
dsgdb9nsd_009640,4.8885,1.78,0.714
dsgdb9nsd_009641,-0.2256,-0.214,0.9935
dsgdb9nsd_009642,3.0166,1.1921,1.967
dsgdb9nsd_009643,0.0254,-0.5981,-0.7869
dsgdb9nsd_009644,3.0447,1.1517,-0.0823
dsgdb9nsd_009645,0.3419,0.5111,-1.6645
dsgdb9nsd_009646,3.4653,2.2696,-1.1596
dsgdb9nsd_009647,0.5788,1.3205,0.3823
dsgdb9nsd_009648,3.4839,3.1192,1.2802
dsgdb9nsd_009649,-4.5502,2.9382,-0.6702
dsgdb9nsd_009650,3.0891,1.2831,2.823
dsgdb9nsd_009651,-0.4298,-0.568,0.2878
dsgdb9nsd_009654,1.0393,0.0341,-0.1327
dsgdb9nsd_009655,-2.1262,1.625,0.9142
dsgdb9nsd_009656,1.35,1.6383,2.5635
dsgdb9nsd_009657,1.9462,1.4448,1.2111
dsgdb9nsd_009658,-1.2607,2.652,2.5437
dsgdb9nsd_009662,1.4427,2.3798,0.1434
dsgdb9nsd_009663,1.0792,1.8585,1.2715
dsgdb9nsd_009665,2.5777,0.4019,-0.8809
dsgdb9nsd_009666,2.7264,0.8904,1.2045
dsgdb9nsd_009667,1.9301,1.5496,-0.7169
dsgdb9nsd_009669,-0.0045,1.1765,3.1512
dsgdb9nsd_009671,-1.6983,1.0798,0.9174
dsgdb9nsd_009673,-0.2791,-1.0624,-0.8817
dsgdb9nsd_009677,-0.7047,-1.7432,0.2974
dsgdb9nsd_009678,-0.7824,-0.2199,0.0062
dsgdb9nsd_009680,-0.1063,-0.4679,-1.2537
dsgdb9nsd_009681,-0.1152,0.4113,0.9105
dsgdb9nsd_009683,-1.3359,-0.9926,-1.0785
dsgdb9nsd_009684,0.1064,0.7717,-1.5178
dsgdb9nsd_009685,0.0238,0.7777,1.4722
dsgdb9nsd_009687,-0.1965,0.8982,0.489
dsgdb9nsd_009689,-0.8682,-0.5165,-0.1486
dsgdb9nsd_009690,0.0646,-0.0182,1.5828
dsgdb9nsd_009691,-0.5802,0.4655,0.0711
dsgdb9nsd_009692,-2.2658,-0.4531,-0.6566
dsgdb9nsd_009693,1.1248,0.4108,1.2325
dsgdb9nsd_009694,0.6068,0.1569,0.0001
dsgdb9nsd_009695,3.7131,1.6231,-0.0014
dsgdb9nsd_009696,-1.8519,3.0968,-1.3082
dsgdb9nsd_009697,1.3638,0.8858,-0.0063
dsgdb9nsd_009699,-1.9685,2.1369,0.0001
dsgdb9nsd_009700,-0.2852,0.9542,-0.577
dsgdb9nsd_009701,3.1445,0.9865,0.7335
dsgdb9nsd_009704,-2.0396,-0.0037,-1.1262
dsgdb9nsd_009706,3.0305,2.7178,-0.2511
dsgdb9nsd_009711,0.7632,-0.0944,1.3729
dsgdb9nsd_009712,3.5954,2.1063,1.4027
dsgdb9nsd_009713,4.2969,1.7071,0.8275
dsgdb9nsd_009715,-3.6639,0.6317,1.106
dsgdb9nsd_009717,-0.7969,1.589,0.761
dsgdb9nsd_009720,0.4063,-0.4216,0
dsgdb9nsd_009721,1.9418,-3.4178,0.0014
dsgdb9nsd_009722,-3.1992,3.4902,0.5069
dsgdb9nsd_009723,-0.549,-0.3231,1.2941
dsgdb9nsd_009724,-2.7512,2.4575,1.5924
dsgdb9nsd_009725,-0.4471,-0.3336,-0.8081
dsgdb9nsd_009729,0.5705,-0.986,0.0006
dsgdb9nsd_009731,1.5211,-2.4022,0.0019
dsgdb9nsd_009732,-3.2229,2.6343,-0.7943
dsgdb9nsd_009734,-3.4049,-1.1317,-0.0213
dsgdb9nsd_009735,1.4999,0.0514,-0.2254
dsgdb9nsd_009737,-2.636,0.9346,0.0005
dsgdb9nsd_009738,-1.6438,1.0538,0.7205
dsgdb9nsd_009740,-0.9595,2.0973,0.3089
dsgdb9nsd_009741,3.5115,0.0199,0.0573
dsgdb9nsd_009742,-1.722,0.6028,-1.5413
dsgdb9nsd_009743,-0.9098,-0.3315,-1.1
dsgdb9nsd_009744,-0.0083,1.4701,0.0911
dsgdb9nsd_009746,0.114,-0.0065,-0.0853
dsgdb9nsd_009749,0.059,0.4075,0.8999
dsgdb9nsd_009750,-2.0384,0.6857,-1.1552
dsgdb9nsd_009753,-1.6326,0.8161,0.6166
dsgdb9nsd_009754,-2.3893,0.5867,-0.6756
dsgdb9nsd_009755,-0.0372,-0.0129,-0.1418
dsgdb9nsd_009756,-0.0918,0.9093,0.9862
dsgdb9nsd_009757,-0.694,0.6415,0.9704
dsgdb9nsd_009760,0.6778,0.3987,0.0515
dsgdb9nsd_009761,-1.1304,-0.0577,-1.8896
dsgdb9nsd_009762,-0.048,-0.4632,-1.2528
dsgdb9nsd_009763,-2.5315,0.7214,0.6787
dsgdb9nsd_009766,-1.411,0.7306,-0.8713
dsgdb9nsd_009768,0.8135,0.4581,1.0548
dsgdb9nsd_009769,0.9522,0.8448,-0.8119
dsgdb9nsd_009770,-0.3995,1.0478,0.3561
dsgdb9nsd_009773,-1.6648,-0.136,-0.5064
dsgdb9nsd_009774,-0.2768,0.2111,0.9385
dsgdb9nsd_009779,-0.4451,0.3205,0.0226
dsgdb9nsd_009780,-0.2797,0.3713,-1.6612
dsgdb9nsd_009781,0.4447,-0.2883,-0.863
dsgdb9nsd_009782,-3.0423,2.4556,-0.3473
dsgdb9nsd_009783,-1.9335,2.3618,-1.2662
dsgdb9nsd_009784,-3.1132,2.1418,-1.7334
dsgdb9nsd_009787,0.0024,-1.0638,0.8717
dsgdb9nsd_009789,-4.97,0.05,-1.9461
dsgdb9nsd_009790,1.3775,2.4557,0.1699
dsgdb9nsd_009792,-4.3267,0.9899,-2.893
dsgdb9nsd_009793,0.598,1.4276,-0.8269
dsgdb9nsd_009794,-3.1837,1.6689,1.6722
dsgdb9nsd_009795,-3.1031,0.7441,0.101
dsgdb9nsd_009797,-2.2708,1.3892,0.3687
dsgdb9nsd_009798,1.1944,-0.3452,1.7544
dsgdb9nsd_009801,-0.8648,0.964,0.4131
dsgdb9nsd_009802,-2.1153,1.0543,-0.6297
dsgdb9nsd_009804,-1.6849,-1.4063,-0.4993
dsgdb9nsd_009805,2.6471,2.3167,-0.8692
dsgdb9nsd_009808,0.7412,1.5065,0.7713
dsgdb9nsd_009809,-0.0172,2.8056,-0.0001
dsgdb9nsd_009810,-3.8513,1.5839,0.0001
dsgdb9nsd_009811,-0.1097,3.9521,-0.7743
dsgdb9nsd_009812,3.6279,2.678,-0.9135
dsgdb9nsd_009813,-0.0706,-1.9459,1.1678
dsgdb9nsd_009814,-3.7168,-0.4171,1.4743
dsgdb9nsd_009815,-0.4871,-2.1352,1.1573
dsgdb9nsd_009816,3.6532,-0.9063,1.1813
dsgdb9nsd_009819,0.9318,-0.0667,1.6088
dsgdb9nsd_009820,0.3377,0.0798,0.4472
dsgdb9nsd_009822,-3.9877,-0.4129,0.0933
dsgdb9nsd_009823,-2.6729,-0.2432,0.8656
dsgdb9nsd_009824,-0.7734,2.4678,-0.0006
dsgdb9nsd_009825,-0.7722,2.0818,1.2933
dsgdb9nsd_009827,-0.5717,1.9383,-1.0805
dsgdb9nsd_009828,0.125,3.4085,0.0005
dsgdb9nsd_009829,-1.655,2.9674,1.3046
dsgdb9nsd_009831,-0.1409,2.8233,-0.8056
dsgdb9nsd_009832,0.0037,1.6219,0
dsgdb9nsd_009833,-1.4973,1.1554,1.1042
dsgdb9nsd_009834,0.9683,2.1387,-1.5809
dsgdb9nsd_009835,0.3633,1.5588,1.1775
dsgdb9nsd_009840,-0.2194,-0.3284,0.1168
dsgdb9nsd_009844,-0.0652,0.0107,0.0859
dsgdb9nsd_009845,-0.1729,-0.0287,-1.6528
dsgdb9nsd_009846,1.1027,-0.4072,-0.4336
dsgdb9nsd_009847,0.2845,-0.1349,1.4619
dsgdb9nsd_009848,1.7014,0.3845,-0.0635
dsgdb9nsd_009849,-0.6255,1.4343,-0.7481
dsgdb9nsd_009851,-0.5266,0.8174,-0.6449
dsgdb9nsd_009853,-1.4086,-0.6503,0.0729
dsgdb9nsd_009854,-1.1286,0.9208,0.5965
dsgdb9nsd_009856,-0.1813,0.1022,0.1007
dsgdb9nsd_009857,-0.68,-0.5733,1.165
dsgdb9nsd_009860,-1.4643,-0.0592,0.0001
dsgdb9nsd_009861,5.7126,0.0541,0
dsgdb9nsd_009862,1.6985,1.1737,-0.914
dsgdb9nsd_009863,5.9698,1.259,-0.9058
dsgdb9nsd_009864,0.1647,0.7097,-1.6007
dsgdb9nsd_009866,-0.2654,-0.4624,1.1158
dsgdb9nsd_009867,-4.6328,-0.3274,1.1484
dsgdb9nsd_009868,4.0001,1.3341,0.0013
dsgdb9nsd_009869,-4.2021,-0.0451,0.4652
dsgdb9nsd_009870,-2.6882,-0.4561,0.8876
dsgdb9nsd_009871,-2.8942,1.0707,1.1132
dsgdb9nsd_009872,-4.0107,-0.028,1.4094
dsgdb9nsd_009873,-0.7543,0.535,0.9902
dsgdb9nsd_009875,-0.824,0.1735,0.0425
dsgdb9nsd_009876,0.6735,0.6742,-1.5619
dsgdb9nsd_009877,-4.094,0.8727,0.7773
dsgdb9nsd_009878,4.9842,1.8084,0.1759
dsgdb9nsd_009879,4.0345,1.2402,-0.8165
dsgdb9nsd_009881,-5.1439,0.1786,1.2914
dsgdb9nsd_009883,-2.6456,-0.765,0.415
dsgdb9nsd_009884,2.5308,-0.235,-1.2899
dsgdb9nsd_009885,-2.6501,-1.4797,-2.0446
dsgdb9nsd_009887,-2.1999,-0.8366,-0.4545
dsgdb9nsd_009888,-3.18,-1.2373,1.505
dsgdb9nsd_009890,-4.5756,-0.0013,1.2852
dsgdb9nsd_009891,-4.154,-0.2473,2.5883
dsgdb9nsd_009893,0.7735,-4.5814,0.3686
dsgdb9nsd_009894,1.9925,-1.5143,0.5996
dsgdb9nsd_009896,-1.6189,0.4224,2.3903
dsgdb9nsd_009898,2.0835,0.2896,-0.4061
dsgdb9nsd_009900,-0.004,-0.0212,0.0552
dsgdb9nsd_009901,1.6932,-0.314,-0.5851
dsgdb9nsd_009902,1.1573,0.5883,-1.5567
dsgdb9nsd_009903,-1.2861,-0.557,0.8692
dsgdb9nsd_009904,0.4733,0.4695,1.0506
dsgdb9nsd_009905,1.0794,2.4898,0.0002
dsgdb9nsd_009906,1.9875,-0.3164,-0.9974
dsgdb9nsd_009907,0.2897,-0.676,-1.0871
dsgdb9nsd_009909,-0.083,0.0739,-0.0479
dsgdb9nsd_009910,0.0638,0.5317,-1.6418
dsgdb9nsd_009911,-0.9835,-0.5028,0.873
dsgdb9nsd_009912,-0.0536,0.4307,0.8465
dsgdb9nsd_009915,0.4646,-0.3134,-2.2546
dsgdb9nsd_009917,0.0761,0.6083,0.819
dsgdb9nsd_009918,-0.0993,1.0983,-0.7249
dsgdb9nsd_009921,-0.936,-1.8369,-0.9261
dsgdb9nsd_009922,5.0351,1.4725,-0.6134
dsgdb9nsd_009924,-4.3709,-1.3066,-1.0724
dsgdb9nsd_009926,-4.4024,-0.0008,0.9702
dsgdb9nsd_009927,3.2886,-0.0002,1.0828
dsgdb9nsd_009928,0.0911,1.0358,-0.3858
dsgdb9nsd_009929,3.7617,1.1382,0.2515
dsgdb9nsd_009932,1.3731,0.7093,-0.9747
dsgdb9nsd_009933,4.7691,0.38,-0.1465
dsgdb9nsd_009934,4.3576,-0.5028,0.2062
dsgdb9nsd_009935,-1.4557,0.2005,0.4782
dsgdb9nsd_009936,2.3585,-0.1608,0.9993
dsgdb9nsd_009937,-1.2574,-0.4927,1.1251
dsgdb9nsd_009939,2.1024,-0.9357,1.5148
dsgdb9nsd_009940,3.0743,1.3103,2.2995
dsgdb9nsd_009942,-2.7686,-1.9801,1.0395
dsgdb9nsd_009943,4.4171,1.7899,-0.4701
dsgdb9nsd_009945,-3.5524,-0.0652,0.1428
dsgdb9nsd_009946,3.5267,-1.4709,-1.8927
dsgdb9nsd_009951,-3.2746,-0.3493,0.5556
dsgdb9nsd_009952,0.8821,-0.0004,-0.5354
dsgdb9nsd_009954,-0.3765,-0.9877,-0.6495
dsgdb9nsd_009955,0.6019,0.2314,0.2501
dsgdb9nsd_009958,-2.1671,-0.284,0.3637
dsgdb9nsd_009959,0.063,0.0376,0.0455
dsgdb9nsd_009960,-1.1577,0.3352,-0.3105
dsgdb9nsd_009962,-0.387,-0.0622,-1.958
dsgdb9nsd_009963,-0.2702,1.3262,0.1025
dsgdb9nsd_009964,-0.7997,0.8063,-0.4043
dsgdb9nsd_009965,-1.0898,0.1351,-0.1184
dsgdb9nsd_009966,-0.5133,0.152,-0.8706
dsgdb9nsd_009967,1.3863,0.9226,-0.3296
dsgdb9nsd_009968,-1.5509,0.6751,-0.0596
dsgdb9nsd_009969,1.3411,2.2417,-2.0494
dsgdb9nsd_009970,-3.4418,-0.5781,0.6933
dsgdb9nsd_009972,0.0748,-0.2974,0.0154
dsgdb9nsd_009973,-0.4484,-3.6207,-0.6581
dsgdb9nsd_009974,-3.0576,-2.4176,-1.0603
dsgdb9nsd_009975,-0.5417,-2.2545,0.7202
dsgdb9nsd_009977,-3.9133,-2.8661,1.1874
dsgdb9nsd_009979,-2.4163,2.6502,1.0077
dsgdb9nsd_009981,-0.8994,-1.8782,2.5118
dsgdb9nsd_009982,1.613,-0.0824,-0.2758
dsgdb9nsd_009983,1.6076,-0.9513,0.2165
dsgdb9nsd_009985,-0.5695,-0.1013,2.8802
dsgdb9nsd_009986,-9.6897,-3.251,0.6748
dsgdb9nsd_009987,-1.2994,1.8224,2.4709
dsgdb9nsd_009988,0.6287,-1.6802,3.2127
dsgdb9nsd_009989,-2.0609,0.7809,-0.398
dsgdb9nsd_009990,1.7327,-2.5975,0.1071
dsgdb9nsd_009991,-1.8453,-0.0008,2.7465
dsgdb9nsd_009992,-3.1583,0.0009,2.0563
dsgdb9nsd_009993,1.3665,-2.9938,2.6687
dsgdb9nsd_009995,-2.0984,-1.7789,3.1685
dsgdb9nsd_009996,2.517,-1.1345,1.1482
dsgdb9nsd_009998,2.004,0.0257,-0.7828
dsgdb9nsd_009999,-4.3465,0.6575,2.6422
dsgdb9nsd_010002,1.0307,-0.4315,0.6734
dsgdb9nsd_010004,-0.9071,0,0.093
dsgdb9nsd_010006,1.9551,1.7542,0.6516
dsgdb9nsd_010007,3.7827,-1.3071,-0.0494
dsgdb9nsd_010009,-0.4799,-2.3961,0.0002
dsgdb9nsd_010010,3.2668,-3.504,0.0006
dsgdb9nsd_010011,-4.3156,0.3691,0.9319
dsgdb9nsd_010012,-1.6602,3.1658,0.7122
dsgdb9nsd_010013,-0.1983,0.0567,0.001
dsgdb9nsd_010015,-1.94,0.7398,0.6823
dsgdb9nsd_010018,-0.3996,-0.4076,0.0012
dsgdb9nsd_010019,1.0742,1.5061,-0.0001
dsgdb9nsd_010021,-3.4405,-0.3934,0.706
dsgdb9nsd_010022,1.3034,0.8787,0.5346
dsgdb9nsd_010023,-2.8953,-2.2016,0.03
dsgdb9nsd_010025,-1.8226,-3.5962,0.6678
dsgdb9nsd_010026,-1.7168,-2.7811,0.1715
dsgdb9nsd_010028,-1.619,-2.693,1.3538
dsgdb9nsd_010032,-1.1411,-1.4669,-0.172
dsgdb9nsd_010033,-0.2413,2.1101,0.5218
dsgdb9nsd_010034,0.144,1.4976,-0.2911
dsgdb9nsd_010035,2.546,0.6245,2.338
dsgdb9nsd_010036,-0.0617,0.1511,0.0763
dsgdb9nsd_010037,0.5504,-3.8258,-0.4618
dsgdb9nsd_010039,3.6027,-4.6521,0.7492
dsgdb9nsd_010041,4.4587,-0.3451,-0.5339
dsgdb9nsd_010042,-0.025,0.8401,0.4722
dsgdb9nsd_010044,-2.0843,1.7653,0.9787
dsgdb9nsd_010045,4.2222,-1.1294,0.2513
dsgdb9nsd_010046,1.1196,0.5776,0.4802
dsgdb9nsd_010047,3.8474,-4.6269,1.706
dsgdb9nsd_010051,2.3018,-3.8466,1.5114
dsgdb9nsd_010052,0.1716,-2.56,0.6927
dsgdb9nsd_010055,2.3126,3.4099,0.8434
dsgdb9nsd_010056,-1.5285,2.2625,0.7553
dsgdb9nsd_010057,1.6692,1.6533,-0.633
dsgdb9nsd_010058,-1.4695,2.2304,0.0342
dsgdb9nsd_010059,-0.6702,-2.7184,-0.26
dsgdb9nsd_010060,4.0941,-2.8665,0.1269
dsgdb9nsd_010063,-0.5312,-1.2083,0.759
dsgdb9nsd_010064,-1.1557,-0.0209,0.6796
dsgdb9nsd_010066,-0.0183,-0.2141,0.687
dsgdb9nsd_010067,3.2987,-1.0552,-0.1429
dsgdb9nsd_010068,0.7262,-0.0107,0.1251
dsgdb9nsd_010070,0.7481,-1.4626,0.8045
dsgdb9nsd_010071,-3.5413,-2.346,1.1503
dsgdb9nsd_010073,-1.5939,0.5014,0.1475
dsgdb9nsd_010077,2.4962,-1.0402,0.3542
dsgdb9nsd_010078,0.0151,-2.4995,2.5819
dsgdb9nsd_010079,0.044,-3.7132,1.5921
dsgdb9nsd_010080,-2.205,0.3059,-0.363
dsgdb9nsd_010081,2.5175,-2.1029,0.1126
dsgdb9nsd_010083,0.4729,-0.9783,3.0929
dsgdb9nsd_010084,-1.8261,1.2507,2.3034
dsgdb9nsd_010085,-2.7343,1.883,0.6252
dsgdb9nsd_010086,2.0064,-3.0943,1.7078
dsgdb9nsd_010087,1.1429,-0.3033,-0.8442
dsgdb9nsd_010089,-3.3818,-0.7391,1.5333
dsgdb9nsd_010091,-2.1422,0.6895,0.8897
dsgdb9nsd_010092,0.5915,-5.2428,-0.0003
dsgdb9nsd_010093,2.0762,1.8429,0.5421
dsgdb9nsd_010094,-0.013,-2.0335,0.0054
dsgdb9nsd_010095,1.8362,-0.4474,0.8147
dsgdb9nsd_010096,-1.828,-2.3387,-0.0106
dsgdb9nsd_010098,1.9585,-2.9411,0.5116
dsgdb9nsd_010099,-1.9857,0.6998,2.544
dsgdb9nsd_010100,1.3014,2.4097,2.6724
dsgdb9nsd_010101,-1.3304,1.8065,2.2239
dsgdb9nsd_010102,-1.3867,-1.7831,2.7166
dsgdb9nsd_010103,-3.265,1.1791,1.6783
dsgdb9nsd_010104,-2.4878,-2.8155,2.1847
dsgdb9nsd_010106,3.1048,0.406,0.2314
dsgdb9nsd_010107,0.5616,2.7129,0.5316
dsgdb9nsd_010112,0.8333,-1.9008,1.2568
dsgdb9nsd_010113,-2.7743,-0.1441,-1.3626
dsgdb9nsd_010114,-1.0465,-3.0262,-0.5839
dsgdb9nsd_010115,-0.0099,2.3171,2.1677
dsgdb9nsd_010116,1.08,-0.8911,3.3325
dsgdb9nsd_010117,-1.6367,1.3321,2.2171
dsgdb9nsd_010118,-0.3263,-1.8585,3.4436
dsgdb9nsd_010119,2.2099,-1.7808,1.7368
dsgdb9nsd_010121,-2.8021,1.0029,3.0204
